ITEM_ID,GENRE
B00009B1SF,Barrel|Sport|Team|Team Sport|Ball|Soccer Ball|Football|Sports|Soccer|Blow Dryer|Appliance|Hair Drier|Dryer|
B00009KWUH,Bow|Symbol|Triangle|
B00009MKJ3,Weaponry|Weapon|Blade|Knife|Razor|
B00009XVLO,Electronics|
B00009YV6L,Light|Lamp|Strap|
B0000A0AGB,Tool|Clamp|
B0000A0AGW,Machine|Drive Shaft|Tool|Screwdriver|
B0000A0AIS,Tripod|Appliance|Hair Drier|Blow Dryer|Dryer|Telescope|Power Drill|Tool|
B0000A0AGR,Machine|Drive Shaft|
B0000A0AIA,Lamp|Light|Machine|Flashlight|
B0000A0AII,Light|Torch|Flashlight|Lamp|Tape|
B0000A0AHF,Machine|Drive Shaft|Lamp|Flashlight|
B0000A0AHN,Lamp|Machine|Flashlight|Soil|Tool|Power Drill|
B0000A0AGC,Tool|Clamp|
B0000A0AI8,Machine|Light|
B0000A0AGY,Machine|Drive Shaft|
B0000A0AIC,Machine|Drive Shaft|
B0000A0AGO,Machine|Drive Shaft|Screwdriver|Tool|
B0000A1AQA,Clothing|Apparel|Hat|Cap|Baseball Cap|
B0000AJ04O,Leash|
B0000AMR5W,Camera Lens|Electronics|Lens Cap|Shower Faucet|
B0000ANG1E,Bag|Strap|Handbag|Accessories|Accessory|
B0000ANDJY,Apparel|Clothing|Shoe|Sock|Footwear|
B0000AQLYP,Rubber Eraser|
B0000AQO0Z,Bag|Briefcase|Tote Bag|
B0000AQLKM,Weaponry|Weapon|Gun|Shotgun|
B0000AQQX3,Handle|Pump|Machine|Gas Pump|
B0000ARAOS,Bag|Briefcase|
B0000ARCTM,Label|Text|Sticker|Food|Cosmetics|Bottle|
B0000ARQ7R,Buckle|Cushion|
B0000AS73Y,Sled|Stand|Shop|Symbol|Cross|
B0000AS7W2,Bow|Stand|Shop|Utility Pole|
B0000ASDJH,Clothing|Apparel|Sock|Shoe|Footwear|
B0000ASDD1,Label|Text|Flyer|Advertisement|Paper|Poster|Brochure|Sticker|Sweets|Confectionery|Food|
B0000ASZJ7,Label|Text|Food|Plant|Human|Person|
B0000ASC40,Machine|Food|Sweets|Confectionery|Electrical Device|Gearshift|Wheel|Electronics|
B0000AT0R9,Key|Appliance|Blow Dryer|Dryer|Hair Drier|Tool|Hammer|
B0000AT2HN,Accessory|Sunglasses|Accessories|Magnifying|
B0000ATOFK,Furniture|Rowboat|Boat|Transportation|Canoe|Vehicle|Hammock|Human|Person|
B0000ATDSQ,Disk|Text|Gauge|Dvd|
B0000ATDQM,Tape|Rotor|Spiral|Coil|Machine|Wheel|Text|
B0000AT07U,Label|Text|Sticker|
B0000ATXQI,Apparel|Clothing|Sports|Sport|Team|Team Sport|Baseball|Softball|
B0000ATY5P,Hook|
B0000ATBA7,Shorts|Clothing|Apparel|Thigh|Person|Human|Knee|
B0000ATIZR,Apparel|Clothing|Glove|Person|Human|
B0000ATTAE,Oars|Vehicle|Transportation|Rocket|Plant|Lighting|Paddle|
B0000ATHHQ,Clothing|Shorts|Apparel|Pants|Person|Human|People|
B0000ATT4D,Reel|Power Drill|Tool|
B0000ATZIY,Wire|Cable|
B0000ATYTG,Rope|Leash|Accessory|Accessories|Bracelet|Jewelry|
B0000ATZJ4,Tool|Hoe|Pen|
B0000AUSL0,Jug|Shaker|Bottle|Water Jug|
B0000AUSTK,Food|Bread|Toast|French Toast|Hot Dog|Outdoors|Text|Plant|Nature|Advertisement|
B0000AUSMP,Human|Person|Outdoors|Water|Poster|Advertisement|Paper|Brochure|Flyer|Fishing|Angler|Leisure Activities|Nature|Oars|Paddle|Land|Plant|Vehicle|Transportation|Boat|
B0000AUT1I,Text|Label|Book|Bottle|
B0000AUWG5,Tool|Stick|Baton|Knife|Weapon|Blade|Weaponry|Cutlery|
B0000AUWHX,Leisure Activities|Musical Instrument|Oboe|
B0000AV1PT,Credit Card|Text|Label|Drink|Beverage|Bottle|
B0000AV1HO,Gum|Food|Ketchup|
B0000AV13K,Pin|Accessory|Accessories|Sunglasses|
B0000AV1T0,Tape|
B0000AVCWM,Axe|Tool|Strap|Quiver|
B0000AVE2U,Symbol|Arrow|Sports|Sport|Oars|Team Sport|Team|Stick|
B0000AVEIW,Hammer|Tool|Quiver|
B0000AVB9Z,Clothing|Apparel|
B0000AVDB0,Gun|Weapon|Weaponry|Quiver|Apparel|Clothing|
B0000AVDAY,Tool|Axe|
B0000AVELM,Axe|Tool|Weapon|Weaponry|Blade|Knife|Letter Opener|
B0000AVXWJ,Bottle|Cosmetics|
B0000AW001,Label|Text|Shower Faucet|Wax Seal|
B0000AW09Q,Paint Container|Palette|
B0000AWE5J,Apparel|Clothing|Pants|
B0000AVXRY,Screw|Machine|Jar|Chess|Game|Bottle|
B0000AX849,Advertisement|Poster|Text|Incense|
B0000AXQU2,Water|Mixer|Appliance|Jug|
B0000AXTID,Sport|Sports|Balloon|Ball|Ping Pong|
B0000AXTVF,Tin|Can|Spray Can|Blow Dryer|Hair Drier|Dryer|Appliance|Aluminium|
B0000AXYXH,Vehicle|Transportation|Bumper|Machine|Aluminium|Wheel|Bed|Furniture|
B0000AY38R,Tool|Screwdriver|
B0000AY3SR,Label|Text|Beverage|Alcohol|Drink|Liquor|Beer|Lager|Bottle|Poster|Advertisement|Paper|
B0000AY4YX,Bottle|Text|Label|Cosmetics|Shampoo|
B0000AY4RE,Document|Id Cards|Text|
B0000AY8MI,Bag|Apparel|Baseball Cap|Cap|Hat|Clothing|
B0000AY4YT,Flyer|Advertisement|Paper|Poster|Brochure|Text|Label|Vase|Jar|Pottery|Plant|Potted Plant|
B0000AY7XZ,Toothpaste|Advertisement|Paper|Poster|
B0000AYD4H,Bottle|Alcohol|Beverage|Drink|Tape|
B0000AYIMH,Compass Math|
B0000AZ8LS,Adapter|Electronics|Accessories|Belt|Accessory|
B0000B0EJZ,Adapter|
B0000B13MT,Accessories|Accessory|Sunglasses|Hat|Clothing|Apparel|
B0000B13N5,Stick|Baton|Oars|Outdoors|Leisure Activities|Nature|
B0000B15HP,Food|Sweets|Confectionery|Text|Credit Card|Meal|Lunch|
B0000B3DUO,Shoe|Footwear|Sock|Clothing|Apparel|Rug|Mat|
B0000B37UH,Accessories|Accessory|Jewelry|Bracelet|
B0000BVX30,Clothing|Apparel|Brace|Strap|Vest|
B0000BW9YP,Human|Person|Racket|Tennis Racket|Text|Business Card|Paper|
B0000BY57W,Furniture|Plastic|First Aid|
B0000BY56T,Weapon|Gun|Weaponry|Tool|Pedal|
B0000BY92W,Leash|Tape|
B0000BYE9Q,Machine|Clothing|Apparel|Helmet|Wheel|Spoke|
B0000BYRNH,Whistle|Accessories|Belt|Accessory|
B0000BYSM2,Tool|
B0000BYRPR,Sports|Sport|Team Sport|Team|Softball|Baseball Bat|Baseball|
B0000BYS19,Accessory|Accessories|Sunglasses|Glasses|Goggles|
B0000BYSMP,Sink Faucet|Bracket|
B0000BYSM0,Box|First Aid|
B0000BYRT0,Label|Text|Lager|Alcohol|Beer|Drink|Beverage|Bottle|Ketchup|Food|Liquor|Paint Container|
B0000BYSNN,Tire|Wheel|Machine|Car Wheel|Spoke|Belt|Accessory|Accessories|Alloy Wheel|
B0000C0SCY,Strap|
B0000C1CMA,Electrical Device|Bottle|Machine|Switch|
B0000C1CLP,Electrical Device|
B0000C1CMF,Apparel|Clothing|Cushion|Accessory|Wallet|Accessories|Pillow|Footwear|Strap|Shoe|
B0000C1CLM,Electrical Device|Microphone|Switch|
B0000C1CLL,Electrical Device|Electronics|Bottle|
B0000C1CM9,Electrical Device|Switch|Microphone|
B0000C1DY4,Electrical Device|Microphone|Switch|
B0000C1CME,Electrical Device|Switch|Microphone|
B0000C1D27,Weapon|Weaponry|Gun|Tool|
B0000C1CLO,Electronics|Tool|Axe|Electrical Device|
B0000C1COV,Musical Instrument|Leisure Activities|Flute|
B0000C1CMY,Stick|Cane|Cross|Symbol|Axe|Tool|
B0000C4LOU,Hose|White Board|Plastic|
B0000C4LP8,Ball|Sport|Sports|Golf|Golf Ball|Clothing|Cap|Baseball Cap|Apparel|Hat|
B0000C50BR,Symbol|Shooting Range|Sign|Text|
B0000C50HM,Food|First Aid|Candy|Lollipop|
B0000C50DI,Machine|Screw|
B0000C50CS,Axe|Tool|Pencil|
B0000C50JY,Label|Text|Tin|Bottle|Can|Spray Can|
B0000C50H5,Weaponry|Weapon|Handgun|Gun|
B0000C50JZ,Cosmetics|Tin|Can|Bottle|Spray Can|
B0000C50S8,Diaper|Knot|Rope|
B0000C50HK,Shelf|Crystal|Tabletop|Furniture|
B0000C515I,Bottle|Paint Container|Ink Bottle|
B0000C50HL,Shelf|Crystal|Furniture|Tabletop|
B0000C5154,Bottle|Paint Container|
B0000C50K3,Leash|Strap|
B0000C50SR,Accessories|Wallet|Accessory|Strap|Bush|Vegetation|Plant|Tool|
B0000C517T,Slingshot|Bracket|Bronze|
B0000C518J,Bottle|Sunscreen|Cosmetics|
B0000C50K2,Plant|Drink|Beverage|Food|Credit Card|Text|Alcohol|Tin|
B0000C50M7,Strap|Accessories|Belt|Accessory|
B0000C50QA,Text|Label|Food|Plant|
B0000C51GK,Plot|Scoreboard|Solar Panels|Electrical Device|Plaid|Tartan|
B0000C50GC,Weaponry|Weapon|Gun|Handgun|
B0000C50VU,Accessories|Accessory|Wallet|
B0000C51OZ,Bumper|Vehicle|Transportation|Pedal|Machine|
B0000C51QA,Shooting Range|
B0000C51QG,Shooting Range|
B0000C51K3,Screw|Machine|Coil|Spiral|
B0000C51WN,Text|Label|Bottle|Paint Container|Ketchup|Food|Blossom|Flower|Plant|Petal|
B0000C51RM,Label|Text|Brochure|Advertisement|Poster|Paper|Flyer|
B0000C52A5,Tool|
B0000C529R,Can|Tin|Spray Can|Food|Ketchup|Bottle|
B0000C526W,Appliance|Mixer|Bottle|Label|Text|Stick|
B0000C52MS,Gas Pump|Machine|Pump|Lock|
B0000C52L6,Weaponry|Weapon|Gun|Handgun|
B0000C52PI,Handgun|Weapon|Gun|Weaponry|
B0000C51GH,Shooting Range|Rug|
B0000C52P9,Weapon|Weaponry|Handgun|Gun|
B0000C52WG,Tool|Axe|Weaponry|Gun|Handgun|Weapon|
B0000C52W8,Weaponry|Handgun|Gun|Weapon|Axe|Tool|
B0000C53IH,Accessory|Accessories|Weapon|Gun|Weaponry|Tie|Wallet|
B0000C52YT,Strap|Accessory|Belt|Accessories|
B0000C52LF,Weaponry|Weapon|Gun|
B0000C53GI,Belt|Accessories|Accessory|Buckle|Strap|
B0000C53F6,Nature|Gun|Weaponry|Weapon|Outdoors|Farm Plow|Rural|Countryside|Farm|Tool|Construction Crane|
B0000C53U9,Accessory|Accessories|Bag|Handbag|Purse|Tool|Shovel|
B0000C53QS,Bomb|Weaponry|Weapon|Grenade|Gun|
B0000C53LD,Pedal|
B0000C53CZ,Apparel|Pants|Clothing|Human|Person|Denim|Jeans|Man|
B0000C53PM,Book|Accessory|Accessories|Strap|
B0000C5398,Seasoning|Syrup|Food|Ketchup|
B0000C53GH,Accessory|Accessories|Belt|Buckle|
B0000C53OJ,Food|Powder|Flour|Diaper|First Aid|
B0000C53N7,Bag|Weapon|Weaponry|Accessory|Accessories|Ammunition|Handbag|
B0000C53LF,Pedal|
B0000C53FT,Bag|Briefcase|Accessory|Handbag|Accessories|Wallet|
B0000C6BJI,Rug|Art|
B0000C6D8M,Human|Sports|Person|Martial Arts|Sport|Karate|Clothing|Apparel|Pants|Costume|
B0000C6D7N,Human|Person|Sports|Martial Arts|Sport|Karate|Judo|Pajamas|Apparel|Clothing|
B0000C6IP9,Strap|Weaponry|Sword|Weapon|Blade|Urban|City|Town|Building|Electronics|
B0000C7CCH,Blade|Knife|Weaponry|Weapon|Dagger|
B0000C83Y4,Apparel|Clothing|Helmet|Pedal|
B0000CA2QS,Sports|Team|Team Sport|Sport|Baseball|Softball|Baseball Bat|
B0000CA2R6,Baseball Bat|Team|Team Sport|Softball|Sport|Sports|Baseball|Oars|Tool|Paddle|Mattock|Hoe|Cutlery|Spoon|
B0000CA8UW,Diaper|Undershirt|Clothing|Apparel|
B0000CBIK5,Machine|Pump|Gas Pump|Bow|
B0000CDBSJ,Clothing|Apparel|Footwear|Shoe|Shorts|Running Shoe|Boot|Sneaker|Person|Human|People|
B0000CDK2L,Cd Player|Electronics|
B0000CE2D8,Advertisement|Poster|Id Cards|Document|Text|Flyer|Brochure|Paper|Person|Human|Passport|
B0000CF1CM,Person|Human|Gun|Weaponry|Weapon|Electrical Device|
B0000CG813,First Aid|Jug|Plastic|Plastic Bag|Bag|
B0000D80FM,Label|Text|
B0000D94RU,Bottle|Lotion|Plant|Vase|Jar|Pottery|
B0000D94WJ,Tool|Pen|
B0000DCVZL,Tape|Cup|Coffee Cup|Cylinder|
B0000DD5TL,Tin|Can|Spray Can|Text|Label|
B0000DGG79,Adapter|Plug|
B0000DH4M3,Bottle|Lotion|First Aid|Cosmetics|
B0000DH4LT,Cooler|Appliance|Hot Tub|Jacuzzi|Tub|
B0000DH4M2,Diaper|Ice|Outdoors|Nature|
B0000DYNCD,Apparel|Clothing|Footwear|Shoe|Sock|
B0000DYNSN,Cosmetics|Label|Text|Bottle|Shaker|Tin|Can|Aluminium|Spray Can|
B0000DYNCA,Clothing|Apparel|Shoe|Sock|Footwear|
B0000DYV05,First Aid|Box|Plastic|
B0000DYV1L,Person|Human|Water|Outdoors|Sport|Sports|Aqua Scuba|Diving|Scuba Diving|Diver|Advertisement|Poster|
B0000DYVAC,Cooler|Appliance|Helmet|Apparel|Clothing|Tub|Hot Tub|Jacuzzi|
B0000DYVFY,Apparel|Clothing|Lifejacket|Vest|
B0000DZFXZ,Mat|Mousepad|
B0000DZG43,Mat|Mousepad|
B0000DZIS8,Apparel|Clothing|Hat|Headband|Turban|
B0000DZV6B,Text|
B0000E0QW4,Pants|Apparel|Clothing|Denim|Jeans|Human|Person|
B0000E1KQA,Clothing|Apparel|Helmet|Machine|Tool|
B0000E1R4Z,Bottle|Machine|Text|Label|Light|
B0000E5N4J,Team|Sports|Team Sport|Sport|Baseball|Softball|
B0000E5KT3,Indoors|Sink|Apparel|Helmet|Clothing|Sink Faucet|Tap|Room|
B0000E5LTR,Plant|Vegetable|Food|Bottle|Shaker|Jar|
B0000E675V,Tape|Room|Indoors|Life Buoy|Bathroom|Inflatable|Toilet|
B0000E67AH,Tin|Can|Paint Container|Spray Can|Bottle|Shaker|Aluminium|
B0000E6E5F,Watering Can|Tin|Can|
B0000EI9BG,Clothing|Apparel|Helmet|Crash Helmet|Light|Headlight|Hardhat|
B0000V0L9Y,Golf|Golf Club|Sport|Sports|Putter|
B0000V2BLU,Lamp|Flashlight|
B0000V2OLC,Weapon|Weaponry|Gun|
B0000V2EBM,Machine|Drive Shaft|Light|Lamp|
B0000V2MKK,Flashlight|Lamp|Machine|Light|
B0000V2QTC,Weaponry|Gun|Weapon|Tool|
B0000V2DNG,Tool|Clamp|Clothing|Helmet|Apparel|
B0000V2OWQ,Light|
B0000VM3BI,Lighting|Light|Screw|Machine|LED|Spotlight|
B0000VMX9U,Belt|Accessories|Accessory|Strap|Canvas|Buckle|
B0000VN1AA,Weapon|Weaponry|Lighting|Vise|
B0000VN42K,Tin|Can|Spray Can|Bottle|Shaker|Text|Label|
B0000VW17E,Bottle|Cosmetics|Drink|Beverage|Alcohol|Liquor|
B0000WKSWI,Apparel|Clothing|Headband|Hat|Tape|Rug|Bandana|Turban|
B0000WZYF4,Transportation|Vehicle|Aircraft|Airship|Cushion|Pillow|Car|Automobile|Mouse|Electronics|Hardware|Computer|
B0000X6I5I,Apparel|Helmet|Clothing|Reel|Electronics|Headphones|Headset|
B0000X6L78,Helmet|Clothing|Apparel|Electronics|Headset|Headphones|
B0000ZJ510,Strap|Bag|
B0000ZSJ9E,Clothing|Apparel|Shoe|Footwear|Sock|Human|Person|
B00011ESNI,Reel|Tool|Hammer|
B00011ESF6,Fence|Barricade|
B00011VJ7Q,Clothing|Apparel|Footwear|Shoe|Sock|
B00012343C,Indoors|Handle|Accessory|Glasses|Accessories|
B00012345A,Sunglasses|Accessory|Accessories|Goggles|Glasses|
B00012M5MS,Apparel|Clothing|Helmet|Crash Helmet|Hardhat|
B00012PDMW,Architecture|Building|Helmet|Clothing|Apparel|
B00013Q35W,Tripod|Blow Dryer|Dryer|Hair Drier|Appliance|Telescope|
B00014ZY0Q,Strap|Bath Towel|Towel|
B00014ZYNS,Pants|Clothing|Apparel|Jeans|Denim|Rug|Sock|Shoe|Footwear|
B00014ZXXY,Strap|Buckle|Accessories|Accessory|Belt|
B000158R2M,Glove|Clothing|Apparel|
B00016JB30,Clamp|Tool|
B00017IGQW,Team Sport|Football|Ball|Sports|Soccer Ball|Team|Soccer|Sport|Mask|
B00018ADXA,Tool|Hammer|Mallet|
B00018ADUS,Weapon|Weaponry|Ammunition|Bullet|
B00018BQ7W,Clothing|Apparel|Shorts|Human|Person|Pants|Thigh|
B00018ADWQ,Tool|Hammer|
B00019MJEA,Clothing|Apparel|Glove|Strap|
B00019NM6Y,Fishing Lure|Bait|Bomb|Weaponry|Weapon|Dynamite|
B0001AV5NK,Cooler|Appliance|
B0001BW0PQ,Clothing|Apparel|Suit|Coat|Overcoat|
B0001CTZ6W,Machine|
B0001DJVGU,Dutch Oven|Pot|Clothing|Helmet|Apparel|Accessories|Accessory|Sunglasses|
B0001DI46I,Furniture|Water|Appliance|Cooler|Cabinet|Outdoors|Sea|Nature|Ocean|Box|
B0001EFTEC,Can Opener|Tool|Hair Drier|Appliance|Blow Dryer|Dryer|
B0001EJEKM,Shooting Range|
B0001EJIXK,Cushion|Pillow|Bag|Plastic Bag|Plastic|Home Decor|
B0001FAANQ,Electronics|Plot|Diagram|Plan|
B0001FUAXQ,Sea|Outdoors|Water|Ocean|Nature|Sport|Sports|Sea Waves|Surfing|Surfboard|
B0001GS19U,Weapon|Weaponry|Blade|Knife|Letter Opener|Scissors|Cutlery|
B0001H1ZKG,Whistle|
B0001H2A8W,Whistle|Sunglasses|Accessory|Accessories|
B0001HABUQ,Label|Text|Symbol|Logo|Trademark|Word|
B0001HACDM,Weapon|Weaponry|Gun|Pen|
B0001IPKRE,Telescope|Power Drill|Tool|Tripod|
B0001M4BRU,Pump|Machine|Gas Pump|White Board|
B0001MQ7EK,Basket|Appliance|Laundry|
B0001NA29U,Food|Ketchup|Tin|Cosmetics|Can|Text|Label|Bottle|Spray Can|
B0001NDYOK,Tool|Weapon|Blade|Weaponry|Sword|
B0001NX9R2,Food|Ball|Balloon|
B0001P158K,Weapon|Weaponry|Blade|Knife|Razor|Scissors|Letter Opener|
B0001P15JY,Weapon|Weaponry|Knife|Blade|Tool|Can Opener|
B0001P151M,Weapon|Weaponry|Knife|Blade|Letter Opener|
B0001P151W,Weaponry|Weapon|Blade|Knife|Scissors|Letter Opener|
B0001UZUW2,Text|Label|Document|Driving License|License|Id Cards|
B0001VO1YY,Bow|Musical Instrument|Brass Section|
B0001W0E8A,Document|Text|Id Cards|Human|Person|First Aid|Cushion|
B0001W0E7G,Slingshot|
B0001WAOF8,Blade|Knife|Weaponry|Weapon|Dagger|
B0001WAPQ6,Electronics|Electrical Device|Switch|
B0001WAPAC,Weapon|Weaponry|Knife|Blade|
B0001WASDG,Knife|Weaponry|Weapon|Blade|Dagger|
B0001WAQ60,Tool|Hacksaw|Handsaw|Weapon|Weaponry|Blade|Razor|Knife|
B0001WB7GI,Accessory|Accessories|Wallet|Bag|Handbag|
B0001WB4PM,Knife|Weaponry|Blade|Weapon|
B0001WC87A,Weapon|Blade|Knife|Weaponry|Dagger|
B0001WC6XQ,Weaponry|Weapon|Blade|Knife|
B0001WC898,Knife|Weapon|Blade|Weaponry|
B0001WC73K,Weapon|Knife|Weaponry|Blade|
B0001WBIGM,Axe|Tool|Knife|Weaponry|Blade|Weapon|Dagger|
B0001WIU7M,Clothing|Apparel|Helmet|Crash Helmet|Hardhat|
B0001WOLOS,Appliance|Hair Drier|Dryer|Blow Dryer|Forge|
B0001WP62O,First Aid|Weaponry|Weapon|Text|
B0001WOKWQ,Tool|Axe|Weaponry|Weapon|Blade|Knife|
B0001WP22S,Disk|Dvd|
B0001X3NNC,Oven|Appliance|Tape|
B0001X3NNW,Accessories|Accessory|Belt|
B0001XH6G2,Binoculars|Power Drill|Tool|
B0001YR54O,Clothing|Apparel|Shirt|Home Decor|Linen|Dress Shirt|Human|Person|
B0001YW09E,Lifejacket|Apparel|Vest|Clothing|
B0001ZVQZM,Can|Tin|Blow Dryer|Hair Drier|Dryer|Appliance|Spray Can|Aluminium|
B0001ZYLW2,Whistle|
B00020BNW2,Weaponry|Weapon|Blade|Knife|Accessories|Belt|Accessory|
